Area,Title,Description,KPI or Dashboard,Type,Time Series?,Indicator,Primary Source System,Mart / View,Update Frequency,Audience,FERPA Sensitive?,Calculation Logic,Known Caveats,owner,declared_consumers,freshness_sla,lifecycle_status
Financial Aid,FAFSA Completion Rate,% of enrolled/admitted students with a filed FAFSA.,KPI,Compliance,No,N/A,PowerFAIDS,mart_aid_summary,Term (during FAFSA season),Financial Aid Director,Yes,"merit_aid_total / total_inst_aid from mart_aid_leveraging per (term_key, program_key). Core leveraging metrics (merit vs. need split, aid band yield analysis) are functional. Columns: inst_aid_offered, merit_aid_total, need_based_aid_total, yield by aid_band. Unmet need and COA-based discount remain null until PowerFAIDS provides COA/EFC fields, but this does not block leveraging efficiency calculation.","Unmet need metrics (coa_amount, efc_amount-based calculations) await PowerFAIDS deposit; core leveraging metrics functional.",,,,draft
Financial Aid,Verification Completion Rate,% of selected students who complete verification within deadlines.,KPI,Compliance,No,N/A,PowerFAIDS,mart_aid_summary,Weekly,Financial Aid Director,Yes,"Count of distinct students with verification_status='complete' divided by count of students with verification_status in (selected, pending, complete, rejected) per (program, term). Column: verification_completion_rate.",verification_status resolved per student-term by max_by with rank order: complete(5) > rejected(4) > pending(3) > selected(2) > not_selected(1) across all aid rows.,,,,draft
Financial Aid,SAP Compliance Rate,% of aid recipients meeting Satisfactory Academic Progress. Required for Title IV.,KPI,Compliance,No,N/A,PowerFAIDS / Jenzabar:Workday:Banner,mart_aid_summary,Term,Financial Aid Director,Yes,"Count of distinct students with sap_at_award='satisfactory' divided by count of students with sap_at_award IS NOT NULL per (program, term). Students without any SAP record are excluded from the denominator. Column: sap_compliance_rate.","sap_at_award taken as the most recent non-null value (max_by on last_updated_date) across aid rows per student-term; satisfactory is the only compliant status — warning, probation, suspension, and termination are non-compliant.",,,,draft
Financial Aid,Cohort Default Rate (CDR),3-year CDR on federal loans. >30% triggers federal sanctions.,KPI,Compliance,No,N/A,PowerFAIDS / NSC,mart_ipeds_reporting,Annual,"Financial Aid Director, President",No,NOT YET COMPUTABLE — mart_ipeds_reporting returns zero rows; CDR requires stg_nsc__cohort_default_rates from NSC deposit not yet provisioned (SQL stub comment).,,,,,draft
Financial Aid,R2T4 Return Rate,Return of Title IV funds from withdrawn students. Timeliness and accuracy matter.,KPI,Compliance,No,N/A,PowerFAIDS,mart_aid_summary,Term,Financial Aid Director,Yes,"Count of distinct students with r2t4_flag=true divided by enrolled_headcount (total distinct students) per (program, term). Column: r2t4_rate.",r2t4_flag set via boolor_agg across all aid rows per student-term — any single aid row with r2t4_flag=true triggers the student-level flag.,,,,draft
Financial Aid,Pell Grant Recipients %,% of enrolled students receiving Pell. Indicator of served low-income population.,KPI,Compliance,No,N/A,PowerFAIDS,mart_aid_summary,Term,"Financial Aid Director, VP Enrollment",Yes,"Count of distinct students with is_pell_recipient=true (at least one aid row with aid_type_code='GRANT_FED_PELL' via boolor_agg) divided by enrolled_headcount per (program, term). Column: pell_recipient_pct.",is_pell_recipient uses hardcoded sentinel 'GRANT_FED_PELL' on dim_aid_type.aid_type_code — verify this matches the actual Pell fund code in the aid_type seed.,,,,draft
Financial Aid,Packaging Completion Rate,% of enrolled students with finalized aid packages by start of term.,KPI,Operational,No,N/A,PowerFAIDS,mart_aid_summary,Weekly (pre-term),Financial Aid Director,Yes,"Count of students where booland_agg(packaging_status='packaged') = true (all aid rows packaged) divided by aided_recipient_count (students with any offered_amount > 0) per (program, term). Column: packaging_completion_rate.",booland_agg requires ALL aid rows for a student to be packaged — a single unpackaged or pending row prevents the student from being counted as fully packaged.,,,,draft
Financial Aid,Unmet Need per Student,Cost of attendance minus all aid and EFC. High unmet need correlates to stop-out risk.,KPI,Strategic,No,N/A,PowerFAIDS,mart_aid_summary,Term,"Financial Aid Director, VP Enrollment",Yes,"Sum of unmet_need across all aid rows per student-term divided by count of students with at least one non-null unmet_need record per (program, term). Column: avg_unmet_need.",unmet_need is null for JCX bridge rows until PowerFAIDS is live (SQL comment); avg_unmet_need will be null until has_powerfaids=true.,,,,draft
Financial Aid,Award Acceptance Rate,% of offered aid packages accepted.,KPI,Strategic,No,N/A,PowerFAIDS,mart_aid_summary,Term,Financial Aid Director,Yes,"Sum of accepted_amount divided by sum of offered_amount per (program, term). COALESCE applied to prevent null. Column: acceptance_rate.","Rate is based on dollar amounts (total_accepted / total_offered), not on a count of students who accepted; a student accepting 90% of a large award has more weight than one accepting 100% of a small award.",,,,draft
Financial Aid,Loan Borrowing Rate,% of students taking federal loans; avg. borrowed amount.,KPI,Strategic,No,N/A,PowerFAIDS,mart_aid_summary,Term,"Financial Aid Director, CFO",Yes,"Count of students with has_loan=true (at least one is_loan=true aid row via boolor_agg) divided by aided_recipient_count (students with offered_amount > 0) per (program, term). Column: loan_borrowing_rate.",Denominator is aided recipients only — not all enrolled students; students with no aid record are excluded from both numerator and denominator.,,,,draft
Financial Aid,Tuition Discount Rate Trend (5-Year),The single most-watched financial aid metric by boards and bond rating agencies.,KPI,Financial,Yes,Lagging,PowerFAIDS / Jenzabar:Workday:Banner,snap_aid_term,Annual,"CFO, President, Board",No,NOT YET COMPUTABLE — discount_rate is null stub in snap_aid_term; computation requires gross_tuition_billed from fact_enrollment which is not yet joined in this model (SQL comment).,,,,,draft
Financial Aid,Net Tuition Revenue Trend,NTR per term and per enrolled student over 5+ years.,KPI,Financial,Yes,Lagging,PowerFAIDS / Jenzabar:Workday:Banner,snap_aid_term,Annual,"CFO, President, Board",No,NOT YET COMPUTABLE — NTR requires gross_tuition_billed from fact_enrollment joined to aid disbursements; neither net_tuition_revenue nor gross_tuition_billed are populated in snap_aid_term.,,,,,draft
Financial Aid,Merit vs. Need Aid Split Trend,Year-over-year shift in proportion of institutional aid awarded as merit vs. need-based.,KPI,Strategic,Yes,Lagging,PowerFAIDS,snap_aid_term,Annual,"VP Enrollment, CFO",No,Sum of offered_amount_total where is_merit_based=true divided by sum of offered_amount_total where is_institutional=true per term; derived by aggregating snap_aid_term rows (term × aid_type grain) filtering on is_merit_based and is_institutional flags.,snap_aid_term is at term × aid_type grain; BI layer must aggregate across aid_type_key rows within a term to compute institution-wide merit-vs-need totals.,,,,draft
Financial Aid,Avg Award per Student Trend,Average institutional award per enrolled student by program over time.,KPI,Financial,Yes,Lagging,PowerFAIDS,snap_aid_term,Term,"Financial Aid Director, CFO",No,"Time-series view of offered_amount_per_recipient = offered_amount_total / recipient_count per (term × aid_type). For institution-wide institutional average: filter rows to is_institutional=true, sum offered_amount_total, divide by sum of recipient_count. Column: offered_amount_per_recipient.",Per-recipient average is at (term × aid_type) grain; full institutional per-student average requires BI-layer aggregation across aid types within a term.,,,,draft
Financial Aid,Unmet Need Trend,Avg unmet need per student over time. Rising unmet need is an early equity warning signal.,KPI,Strategic,Yes,Leading,PowerFAIDS,snap_aid_term,Term,"Financial Aid Director, VP Enrollment",Yes,Time-series view of unmet_need_avg per (term × aid_type) from snap_aid_term. Column: unmet_need_avg.,unmet_need_avg is null until PowerFAIDS is live (SQL comment).,,,,draft
Financial Aid,Pell Recipient % Trend,Annual change in % of enrolled students receiving Pell.,KPI,Compliance,Yes,Lagging,PowerFAIDS,snap_aid_term,Annual,"Financial Aid Director, VP Enrollment",Yes,Time-series view of Pell Grant Recipients % — pell_recipient_rate = recipient_count / enrolled_count for rows where is_pell_grant=true per term from snap_aid_term. Column: pell_recipient_rate.,,,,,draft
Financial Aid,Cohort Default Rate Trend,3-year CDR tracked annually across cohorts.,KPI,Compliance,Yes,Lagging,PowerFAIDS / NSC,mart_ipeds_reporting,Annual,"Financial Aid Director, President",No,NOT YET COMPUTABLE — mart_ipeds_reporting returns zero rows; CDR historical trend requires NSC cohort default rate data not yet provisioned.,,,,,draft
Financial Aid,Avg Student Loan Debt at Graduation Trend,Mean cumulative federal loan borrowing at graduation by cohort.,KPI,Strategic,Yes,Lagging,PowerFAIDS,snap_aid_term,Annual,"Financial Aid Director, CFO",Yes,NO CONFIDENT MATCH — snap_aid_term has per-term loan disbursement totals by aid type but no cumulative-to-graduation loan balance per cohort; graduation-level debt aggregation requires a cohort join not available in this model.,,,,,draft
Financial Aid,Aid Budget Monitor,"Budget vs. actual by term, discount rate trend, NTR per student.",Dashboard,Financial,No,N/A,PowerFAIDS / Jenzabar:Workday:Banner,mart_aid_leveraging,Term,"Financial Aid Director, CFO",No,"COMPOSITE — draws inst_aid_offered, merit_aid_total, need_based_aid_total, aid_band_yield_rate from mart_aid_leveraging at (term_key, program_key) grain. Discount rate requires mart_enrollment_census_ntr (available). Unmet need stubs do not block core budget monitoring. Needs manual definition.",Unmet need metrics await PowerFAIDS; discount rate available from mart_enrollment_census_ntr.,,,,draft
Financial Aid,Compliance Status Board,"FAFSA completion, SAP flags, verification queue, R2T4 cases.",Dashboard,Compliance,No,N/A,PowerFAIDS,mart_aid_summary,Weekly,Financial Aid Director,Yes,"COMPOSITE — draws inst_aid_offered, merit_aid_total, need_based_aid_total, aid_band_yield_rate from mart_aid_leveraging at (term_key, program_key) grain. Discount rate requires mart_enrollment_census_ntr (available). Unmet need stubs do not block core budget monitoring. Needs manual definition.",Unmet need metrics await PowerFAIDS; discount rate available from mart_enrollment_census_ntr.,,,,draft
Financial Aid,Aid Leveraging Model,"Aid band vs. yield, award sensitivity, merit vs. need split.",Dashboard,Strategic,No,N/A,PowerFAIDS / Jenzabar:Workday:Banner,mart_aid_leveraging,Term,"VP Enrollment, CFO",No,"COMPOSITE — aid band vs. yield, merit vs. need split from mart_aid_leveraging. Aid bands: band_zero ($0), band_1_5k ($1–$5k), band_5_10k ($5,001–$10k), band_10_15k ($10,001–$15k), band_15_20k ($15,001–$20k), band_20k_plus ($20,001+). Needs manual definition.",Unmet need metrics await PowerFAIDS deposit.,,,,draft
Financial Aid,Student Debt Load Report,"Avg loan by program, unmet need, borrower cohort CDR.",Dashboard,Compliance,No,N/A,PowerFAIDS,mart_aid_summary,Annual,"Financial Aid Director, President",Yes,"COMPOSITE — aid band vs. yield, merit vs. need split from mart_aid_leveraging. Aid bands: band_zero ($0), band_1_5k ($1–$5k), band_5_10k ($5,001–$10k), band_10_15k ($10,001–$15k), band_15_20k ($15,001–$20k), band_20k_plus ($20,001+). Needs manual definition.",Unmet need metrics await PowerFAIDS deposit.,,,,draft
Financial Aid,Discount Rate & NTR Trend,Dual-axis: discount rate (line) and NTR per student (bar) over 7+ terms.,Dashboard,Financial,Yes,Lagging,PowerFAIDS / Jenzabar:Workday:Banner,snap_aid_term,Annual,"CFO, President, Board",No,NOT YET COMPUTABLE — discount_rate is null stub in snap_aid_term; NTR not populated.,,,,,draft
Financial Aid,Student Debt Load Trends,Avg loan debt at graduation by cohort entry year with CDR projection.,Dashboard,Compliance,Yes,Lagging,PowerFAIDS / NSC,snap_aid_term,Annual,"Financial Aid Director, President",Yes,NO CONFIDENT MATCH — snap_aid_term has per-term loan disbursement and unmet need averages but no cumulative loan debt at graduation by cohort entry year; cohort-level debt aggregation requires cross-joining to snap_cohort_milestone which is not pre-computed.,,,,,draft
Enrollment Management,Headcount vs. Budget Target,Total enrolled headcount vs. institutional budget plan.,KPI,Financial,No,N/A,Jenzabar:Workday:Banner,mart_enrollment_census,Term (census),"CFO, President, Board",No,"headcount = count of distinct student_id values per (program, student_type, load_status, term) group. Budget target not in mart — headcount vs. goal comparison requires external budget input. Column: headcount.",Budget target not in mart; CE enrollments appear as load_status='unknown'.,,,,draft
Enrollment Management,FTE Enrollment,Full-time equivalent enrollment (IPEDS definition).,KPI,Compliance,No,N/A,Jenzabar:Workday:Banner,mart_enrollment_census,Term (census),"CFO, Provost, President",No,"fte = sum of (CASE WHEN academic_level='GRAD' THEN registered_hours / 9.0 ELSE registered_hours / 15.0 END) per (program, student_type, load_status, term) group per IPEDS formula. Column: fte.",CE enrollments (load_status='unknown') use the undergraduate divisor 15 in the FTE calculation.,,,,draft
Enrollment Management,New vs. Continuing Mix,% of total enrollment that is new vs. continuing.,KPI,Strategic,No,N/A,Jenzabar:Workday:Banner,mart_enrollment_census,Term,"VP Enrollment, CFO",No,headcount grouped by student_type per term; student_type derived from class_level_code (FR → new_freshman; registration_status_code='TR' → transfer; SO/JR/SR → continuing; GRAD level → graduate). Percentage at BI layer: student_type headcount / sum(headcount) per term.,student_type derivation includes TODO comment: 'confirm JCX registration_status_code values with RDT'; students with unmatched class_level_code default to 'continuing'.,,,,draft
Enrollment Management,Enrollment by Program/School,"Headcount and FTE by college, department, and level.",KPI,Operational,No,N/A,Jenzabar:Workday:Banner,mart_enrollment_census,Term,"Deans, VP Enrollment",No,"headcount and fte aggregated by (program_key, program_name, academic_level, term). School/college rollup requires BI-layer grouping on program hierarchy; school_college is not exposed in mart_enrollment_census.",,,,,draft
Enrollment Management,Full-Time vs. Part-Time Split,Shift toward part-time enrollment has significant FTE and revenue implications.,KPI,Strategic,No,N/A,Jenzabar:Workday:Banner,mart_enrollment_census,Term,"CFO, VP Enrollment",No,"headcount grouped by load_status (full_time, part_time, unknown) per term; load_status derived from fact_student_term.load_status_derived. Percentage at BI layer.",Students unmatched to fact_student_term appear as load_status='unknown'; CE enrollments also appear as 'unknown'.,,,,draft
Enrollment Management,First-Year Retention Rate,% of first-year students returning for year 2. Benchmark: 70–85% at small privates.,KPI,Strategic,No,N/A,Jenzabar:Workday:Banner,mart_retention_cohort_summary,Annual,"VP Enrollment, Provost, President",No,"yr1_retention_rate from mart_retention_cohort_summary. Column: yr1_retention_rate (pct_still_enrolled at years_since_entry=1). Grain: one row per (institution_id, entry_cohort_year, program_key, cohort_type).",NSC not integrated; transfer-outs counted as stopped out.,,,,draft
Enrollment Management,Year-over-Year Retention Rate,"Persistence from each year to the next (2nd→3rd, 3rd→4th).",KPI,Strategic,No,N/A,Jenzabar:Workday:Banner,mart_retention_cohort_summary,Annual,"VP Enrollment, Provost",No,yr1_retention_rate from mart_retention_cohort_summary trended across entry cohort years. Query across multiple entry_acad_year_int values to show year-over-year comparison.,NSC not integrated; transfer-outs counted as stopped out.,,,,draft
Enrollment Management,Stop-Out / Dropout Rate,% leaving per term differentiated by voluntary leave vs. academic dismissal.,KPI,Strategic,No,N/A,Jenzabar:Workday:Banner,mart_retention_cohort_summary,Term,"VP Enrollment, Provost",Yes,"yr1_stop_out_rate, yr4_stop_out_rate, yr6_stop_out_rate from mart_retention_cohort_summary. Columns: yr1_stop_out_rate (pct_stopped_out at years_since_entry=1), yr4_stop_out_rate, yr6_stop_out_rate. Stopped-out students include transfer-outs until NSC integration.",NSC not integrated; transferred_out is null stub — transfer-outs counted with stop-outs.,,,,draft
Enrollment Management,At-Risk Student Count,"Students flagged by early alert criteria (GPA, attendance, financial holds).",KPI,Operational,No,N/A,Jenzabar:Workday:Banner,mart_student_at_risk,Weekly,"Advisors, VP Enrollment",Yes,"Count of students with is_at_risk=true from mart_student_at_risk. Columns: is_at_risk, risk_tier (high/medium/none), risk_factor_count. Composite risk based on 4 dimensions: GPA (on_track_gpa_flag=false), SAP (is_sap_compliant=false), holds (has_registration_hold=true), financial clearing (financially_cleared=false). FERPA HIGH: student_key exposed at row level — restrict to Advisor/Registrar roles only.",FERPA HIGH: student_key and student_id exposed at row level. KKM sign-off required before client-facing deployment.,,,,draft
Enrollment Management,Re-Enrollment Rate (Continuing),% of currently enrolled students who register for the next term before term end.,KPI,Operational,No,N/A,Jenzabar:Workday:Banner,snap_retention_term,Weekly (during reg),"VP Enrollment, Registrar",No,"Count of students with is_at_risk=true from mart_student_at_risk. Columns: is_at_risk, risk_tier (high/medium/none), risk_factor_count. Composite risk based on 4 dimensions: GPA (on_track_gpa_flag=false), SAP (is_sap_compliant=false), holds (has_registration_hold=true), financial clearing (financially_cleared=false). FERPA HIGH: student_key exposed at row level — restrict to Advisor/Registrar roles only.",FERPA HIGH: student_key and student_id exposed at row level. KKM sign-off required before client-facing deployment.,,,,draft
Enrollment Management,Projected vs. Actual NTR,Net tuition revenue forecast accuracy by term.,KPI,Financial,No,N/A,PowerFAIDS / Jenzabar:Workday:Banner,mart_enrollment_census_ntr,Term,"CFO, VP Enrollment",No,Actual NTR from mart_enrollment_census_ntr.net_tuition_revenue per term. Projected/forecast target not in mart; comparison requires external budget source. Column: net_tuition_revenue (gross_tuition_billed - total_aid_disbursed).,Forecast/predicted NTR not in mart; requires external budget data source for vs-goal comparison.,,,,draft
Enrollment Management,Revenue per Enrolled Student,Total tuition + fees revenue per headcount.,KPI,Financial,No,N/A,Jenzabar:Workday:Banner,mart_enrollment_census_ntr,Term,CFO,No,ntr_per_student from mart_enrollment_census_ntr. Column: ntr_per_student = net_tuition_revenue / enrolled_headcount per term. Same as row 60.,DEMEAU synthetic data has zero billing values; production data will populate correctly.,,,,draft
Enrollment Management,Enrollment Forecast Accuracy,Predicted vs. actual headcount at term census date.,KPI,Financial,No,N/A,Jenzabar:Workday:Banner,mart_ipeds_peer_comparison,Term,"CFO, VP Enrollment",No,"Side-by-side enrollment and graduation rate benchmarks from mart_ipeds_peer_comparison. Columns: headcount_total, cnt_urm_proxy, headcount_men, headcount_women (enrollment); yr4_grad_rate, yr6_grad_rate (completion) per institution × survey_year × lstudy_code. School-scoped via var('school_code'). Sources from stg_ipeds__fall_enrollment and stg_ipeds__graduation_rates.",Peer group defined via dim_institution.is_merrimack_peer or is_anselm_peer flags; school-scoped at runtime.,,,,draft
Enrollment Management,IPEDS Peer Comparison,"Enrollment, graduation rate, and aid metrics vs. institutional peer set.",KPI,Compliance,No,N/A,IPEDS,mart_ipeds_peer_comparison,Annual,"President, CFO, Provost",No,"Side-by-side enrollment and graduation rate benchmarks from mart_ipeds_peer_comparison. Columns: headcount_total, cnt_urm_proxy, headcount_men, headcount_women (enrollment); yr4_grad_rate, yr6_grad_rate (completion) per institution × survey_year × lstudy_code. School-scoped via var('school_code'). Sources from stg_ipeds__fall_enrollment and stg_ipeds__graduation_rates.",Peer group defined via dim_institution.is_merrimack_peer or is_anselm_peer flags; school-scoped at runtime.,,,,draft
Enrollment Management,Common Data Set Metrics,CDS Section B/C/H data used in US News and other rankings.,KPI,Strategic,No,N/A,Jenzabar:Workday:Banner / PowerFAIDS,mart_ipeds_reporting,Annual,"President, VP Enrollment",No,NOT YET COMPUTABLE — mart_ipeds_reporting returns zero rows (stub); CDS metrics require IPEDS benchmark feeds and NSC data not yet provisioned.,,,,,draft
Enrollment Management,Total Headcount Trend (10-Year),Fall census headcount per year over a full decade.,KPI,Strategic,Yes,Lagging,Jenzabar:Workday:Banner,snap_enrollment_term,Annual,"President, Board, CFO",No,"Time-series view of headcount — count of enrollment records (count(*)) per (program, student_type, load_status) per term from snap_enrollment_term queried across annual fall terms over 10 years.","headcount in snap_enrollment_term uses count(*) (row count from fact_enrollment), not count(distinct student_id); duplicate enrollment records for the same student-term would inflate counts.",,,,draft
Enrollment Management,FTE Trend,FTE per term alongside headcount to reveal part-time drift.,KPI,Strategic,Yes,Lagging,Jenzabar:Workday:Banner,snap_enrollment_term,Annual,"CFO, President",No,NOT YET COMPUTABLE — fte is a null stub (null::numeric) in snap_enrollment_term; FTE computation requires fact_student_term load_status integration not yet joined in this model.,,,,,draft
Enrollment Management,New vs. Continuing Mix Trend,% split of new vs. continuing students per term over time.,KPI,Strategic,Yes,Lagging,Jenzabar:Workday:Banner,snap_enrollment_term,Annual,VP Enrollment,No,Time-series view of New vs. Continuing Mix — headcount grouped by student_type from snap_enrollment_term across multiple terms.,"In snap_enrollment_term, student_type = raw enrollment_status from fact_enrollment (JCX registration status code such as R, A, L); may not map to 'new_freshman'/'transfer'/'continuing' categories without further canonicalization.",,,,draft
Enrollment Management,Enrollment by Program Trend,5-year headcount trend by school/college and degree level.,KPI,Strategic,Yes,Lagging,Jenzabar:Workday:Banner,snap_enrollment_term,Annual,"Deans, VP Enrollment, Provost",No,Time-series view of Enrollment by Program — headcount by program_code and degree_level per term from snap_enrollment_term.,school_college is a null stub in snap_enrollment_term; program-to-college mapping is not available in this model.,,,,draft
Enrollment Management,First-Year Retention Rate Trend (10-Year),Most commonly scrutinized retention metric by accreditors and rankings.,KPI,Strategic,Yes,Lagging,Jenzabar:Workday:Banner,snap_cohort_milestone,Annual,"President, Board, Provost",No,Time-series view of First-Year Retention Rate — pct_still_enrolled (still_enrolled / original_cohort_size) at years_since_entry=1 (is_yr1_retention_milestone=true) per entry_term and cohort_type from snap_cohort_milestone across 10+ entry cohort years. Column: pct_still_enrolled.,"NSC not integrated; transferred_out is a null stub — students who transferred out are counted with stop-outs in pct_stopped_out, which can inflate apparent retention loss vs. IPEDS convention.",,,,draft
Enrollment Management,Cohort Survival Curves,% of each entering cohort still enrolled at each term milestone.,KPI,Strategic,Yes,Lagging,Jenzabar:Workday:Banner,snap_cohort_milestone,Annual,"VP Enrollment, Provost",No,"pct_still_enrolled = still_enrolled / original_cohort_size per (entry_term, measurement_term, program, cohort_type) for each years_since_entry from 1 to 8. Column: pct_still_enrolled.",transferred_out is null stub — transfer-outs counted as stopped out. NSC not integrated.,,,,draft
Enrollment Management,4-Year and 6-Year Graduation Rate Trend,IPEDS-defined graduation rates by cohort entry year.,KPI,Compliance,Yes,Lagging,Jenzabar:Workday:Banner / NSC,snap_cohort_milestone,Annual,"President, Provost, Board",No,pct_graduated = graduated_to_date / original_cohort_size at is_4yr_graduation_milestone=true (years_since_entry=4) and is_6yr_graduation_milestone=true (years_since_entry=6) per entry cohort. Column: pct_graduated.,graduated_to_date uses dim_student.is_graduated (in-institution only); will undercount graduates who transferred out and completed elsewhere. NSC not integrated — nsc_verified is false stub.,,,,draft
Enrollment Management,Stop-Out Rate Trend by Demographic,"Annual stop-out rate segmented by first-gen, Pell, URM, and program.",KPI,Strategic,Yes,Lagging,Jenzabar:Workday:Banner,snap_cohort_milestone,Annual,"VP Enrollment, Provost",Yes,"pct_stopped_out = stopped_out_to_date / original_cohort_size per cohort and years_since_entry; first_gen_stopped_out and urm_stopped_out are raw counts of stopped-out first-gen and URM students per cohort at each milestone. Columns: pct_stopped_out, first_gen_stopped_out, urm_stopped_out.","Demographic stop-out columns require KKM sign-off before client delivery (FERPA per SQL comment); NSC not integrated — transferred_out null, so stop-out count includes transfers.",,,,draft
Enrollment Management,Re-Enrollment Rate Trend (Term-to-Term),"% of continuing students who register for the next term, tracked per term.",KPI,Operational,Yes,Leading,Jenzabar:Workday:Banner,snap_retention_term,Term,"VP Enrollment, Registrar",No,"Time-series view of Re-Enrollment Rate — re_enrollment_rate per (from_term, to_term, program, student_type) from snap_retention_term across multiple terms.",Same enrollment_status filter redundancy as base metric (row 96) — new/transfer exclusion may not function as intended.,,,,draft
Enrollment Management,Enrollment Census Dashboard,"Census headcount, FTE, vs. budget, vs. prior year.",Dashboard,Financial,No,N/A,Jenzabar:Workday:Banner,mart_enrollment_census,Term (census),"CFO, VP Enrollment, President",No,"COMPOSITE — draws headcount, fte (null stub), student_type, load_status, credits_per_fte, withdraw_rate from mart_enrollment_census at (program, student_type, load_status, term) grain. Needs manual definition.","fte and revenue columns (gross_tuition_billed, net_tuition_revenue, discount_rate, ntr_per_student) are null stubs in mart_enrollment_census.",,,,draft
Enrollment Management,Retention Early Warning,"At-risk flags, advising caseload, term-to-term persistence.",Dashboard,Operational,No,N/A,Jenzabar:Workday:Banner,mart_student_at_risk,Weekly,"Advisors, VP Enrollment",Yes,"COMPOSITE — draws is_at_risk, risk_tier, risk_factor_count, on_track_gpa_flag, is_sap_compliant, has_registration_hold, financially_cleared from mart_student_at_risk at student row grain. Grain: one row per currently enrolled student per program. FERPA HIGH: student-level data. Needs manual definition.",FERPA HIGH: student_key exposed. KKM sign-off required before client-facing deployment.,,,,draft
Enrollment Management,Executive Enrollment Summary,"Headcount trend, NTR forecast, retention rate, graduation rate.",Dashboard,Strategic,No,N/A,Jenzabar:Workday:Banner / PowerFAIDS,mart_executive_summary,Term,"President, CFO, Board",No,"COMPOSITE — draws is_at_risk, risk_tier, risk_factor_count, on_track_gpa_flag, is_sap_compliant, has_registration_hold, financially_cleared from mart_student_at_risk at student row grain. Grain: one row per currently enrolled student per program. FERPA HIGH: student-level data. Needs manual definition.",FERPA HIGH: student_key exposed. KKM sign-off required before client-facing deployment.,,,,draft
Enrollment Management,Enrollment Cohort Analysis,"Cohort survival curves, 4yr/6yr completion, stop-out triggers.",Dashboard,Strategic,No,N/A,Jenzabar:Workday:Banner,mart_retention_cohort_summary,Annual,"VP Enrollment, Provost",No,"COMPOSITE — draws yr1_retention_rate, yr4_grad_rate, yr6_grad_rate, cohort_size, yr1_stop_out_rate, first_gen_stop_out_rate, urm_stop_out_rate from mart_retention_cohort_summary at (institution_id, entry_cohort_year, program_key, cohort_type) grain. Needs manual definition.",NSC not integrated; demographic stop-out columns require KKM sign-off before client delivery (FERPA).,,,,draft
Enrollment Management,IPEDS Reporting Prep,"Fall enrollment snapshot, 12-month headcount, completions data.",Dashboard,Compliance,No,N/A,Jenzabar:Workday:Banner,mart_ipeds_fall_enrollment,Annual,"Registrar, VP Enrollment",No,"Fall enrollment snapshot from mart_ipeds_fall_enrollment. Grain: one row per institution per survey_year. Columns: headcount by level (UG/Grad), race/ethnicity composition, gender breakdown. Degree-seeking tracked as total UG headcount until further refinement.",Degree-seeking stub: tracked as total UG headcount until further schema refinement.,,,,draft
Enrollment Management,10-Year Enrollment Trend,Headcount and FTE over a full decade with peer benchmark overlay.,Dashboard,Strategic,Yes,Lagging,Jenzabar:Workday:Banner,snap_enrollment_term,Annual,"President, Board, CFO",No,"Fall enrollment snapshot from mart_ipeds_fall_enrollment. Grain: one row per institution per survey_year. Columns: headcount by level (UG/Grad), race/ethnicity composition, gender breakdown. Degree-seeking tracked as total UG headcount until further refinement.",Degree-seeking stub: tracked as total UG headcount until further schema refinement.,,,,draft
Enrollment Management,Cohort Survival & Graduation,Multi-cohort retention curves with forward projection of grad rates.,Dashboard,Strategic,Yes,Lagging,Jenzabar:Workday:Banner,snap_cohort_milestone,Annual,"VP Enrollment, Provost, President",No,"COMPOSITE — draws pct_still_enrolled, pct_graduated, pct_stopped_out, original_cohort_size, graduated_to_date, avg_cum_gpa from snap_cohort_milestone across years_since_entry 1–8 per entry cohort and program. Needs manual definition.",NSC not integrated; transfer-outs counted as stop-outs.,,,,draft
Enrollment Management,Term-to-Term Re-Enrollment Tracker,Real-time view of continuing students registered for next term vs. prior year pace.,Dashboard,Operational,Yes,Leading,Jenzabar:Workday:Banner,snap_retention_term,Weekly (during reg),"VP Enrollment, Registrar",No,"COMPOSITE — draws re_enrollment_rate, eligible_continuing, registered_next_term, prior_yr_re_enroll_rate, rate_delta_yoy, re_enrollment_status_band from snap_retention_term. Needs manual definition.",re_enrollment_status_band thresholds hardcoded in SQL: >=0.85 = healthy; >=0.75 = watch; <0.75 = at_risk.,,,,draft
Cross-Domain,Admission Profile → Retention Correlation,Whether changes in admitted class academic profile predict year-1 retention rates 1–2 cohorts later.,KPI,Strategic,Yes,Leading,Slate / Jenzabar:Workday:Banner,snap_cohort_milestone,Annual,"VP Enrollment, Provost",No,"NO CONFIDENT MATCH — snap_cohort_milestone has cohort retention milestones (pct_still_enrolled at years_since_entry=1) but not admissions academic profile inputs (avg_hs_gpa, test scores) needed for the correlation; cross-domain join between mart_admissions_class_profile and snap_cohort_milestone not pre-computed.",,,,,draft
Cross-Domain,Aid Award → Yield & Retention Link,Does increasing institutional aid in a specific band improve yield and 1-year retention?,KPI,Strategic,Yes,Lagging,PowerFAIDS / Jenzabar:Workday:Banner,snap_cohort_milestone,Annual,"VP Enrollment, CFO, Financial Aid Director",No,NO CONFIDENT MATCH — cross-domain correlation between aid band (from snap_aid_term) and yield/retention (from snap_cohort_milestone and mart_admissions_funnel) not pre-computed in any single mart.,,,,,draft
